,id,from,to,priority,type,shape,length,speed,lane_id,num_lane,from_region,to_region,region
1627,-32612009,366724220,366724219,4,highway.residential,"9424.18,1175.37 9387.62,1173.36",43.84,8.33,-32612009_0,1,3,3,3
1628,-32612262,1643958083,1643958081,4,highway.residential,"9201.33,1524.14 9167.63,1520.31",55.34,13.89,-32612262_0,1,3,3,3
1629,-32612740#1,366730679,366730675,4,highway.residential,"9442.85,1809.50 9448.21,1850.28 9457.03,1850.51 9470.01,1850.53 9478.82,1852.06 9486.83,1857.26 9491.04,1862.62 9493.35,1873.83 9499.37,1905.07 9498.11,1912.98 9498.15,1918.47",152.76,13.89,-32612740#1_0,1,3,3,3
1630,-32613847,95170584,366739013,4,highway.residential,"9159.81,1667.14 9084.32,1660.68",94.16,8.33,-32613847_0,1,3,3,3
1631,-32613848#0,366739013,366739032,4,highway.residential,"9076.05,1651.55 9076.12,1648.55 9064.38,1648.04",32.14,8.33,-32613848#0_0,1,3,3,3
1632,-32613848#1,366739037,366739013,4,highway.residential,"9062.40,1669.35 9074.61,1669.58 9075.10,1665.27",33.91,8.33,-32613848#1_0,1,3,3,3
1633,-32613850,366737967,366739019,4,highway.residential,"9054.33,1607.44 9047.86,1606.61 9032.51,1603.29",37.43,8.33,-32613850_0,1,3,3,3
1634,-32613851#0,366739017,279669417,4,highway.residential,"9053.70,1708.40 9052.64,1756.94",63.79,8.33,-32613851#0_0,1,3,3,3
1635,-32796064#0,369571389,cluster_369571419_369571422,4,highway.residential,"4230.75,9600.90 4250.11,9599.84",35.94,13.89,-32796064#0_0,1,0,0,0
1636,-32796064#1,369571394,369571389,4,highway.residential,"4151.18,9657.69 4218.63,9605.85",99.72,13.89,-32796064#1_0,1,0,0,0
1637,-328375805,268729493,cluster_216492078_446186170_447105266,7,highway.secondary,"11975.75,2138.51 11935.94,2123.19 11900.37,2108.65",102.39,13.89,-328375805_0,1,2,2,2
1638,-328375806#1,585342654,268729493,7,highway.secondary,"12232.02,2239.97 12133.92,2202.95 12079.62,2182.27 11988.00,2146.67",268.65,13.89,-328375806#1_0,2,2,2,2
1639,-328375807,444549239,255998916,7,highway.secondary,"11719.61,2060.54 11675.46,2052.01 11643.15,2044.66 11598.98,2039.11",134.48,13.89,-328375807_0,2,2,2,2
1640,-33336797#1,560103409,379248214,4,highway.residential,"3267.40,10238.43 3278.42,10217.77 3286.46,10194.27 3267.90,10144.29 3263.93,10125.29",131.38,13.89,-33336797#1_0,1,0,0,0
1641,-33336797#2,369920244,560103409,4,highway.residential,"3220.19,10332.16 3242.32,10289.48 3259.94,10252.42 3260.25,10251.84",102.79,13.89,-33336797#2_0,1,0,0,0
1642,-33341480,379384289,280688348,4,highway.residential,"7894.88,9752.15 7874.29,9746.22 7857.32,9739.80 7829.62,9729.38 7809.76,9721.14 7802.75,9718.23 7785.22,9710.96 7777.17,9707.64 7748.33,9695.75 7690.89,9673.45 7679.38,9668.08",242.68,8.33,-33341480_0,1,8,8,8
1643,-33348340#1,379470323,cluster_2779669444_379470306,4,highway.residential,"7686.52,9447.85 7677.26,9444.43 7661.47,9437.16 7648.99,9431.09 7633.43,9422.96 7589.45,9399.01 7529.34,9368.46 7514.08,9360.23",213.40,13.89,-33348340#1_0,1,8,8,8
1644,-33353185#1,280688390,cluster_2779669444_379470306,4,highway.residential,"7490.68,9392.54 7503.82,9361.55",51.09,13.89,-33353185#1_0,1,8,8,8
1645,-33353185#2,280688395,280688390,4,highway.residential,"7433.26,9522.32 7440.59,9503.53 7458.49,9464.63 7467.20,9446.71 7475.37,9427.40 7484.97,9405.71",145.01,13.89,-33353185#2_0,1,8,8,8
1646,-33353190#0,379512393,379512242,4,highway.residential,"7626.19,9253.27 7601.06,9233.71 7574.09,9214.35",73.31,13.89,-33353190#0_0,1,8,8,8
1647,-33353190#1,379512388,379512393,4,highway.residential,"7678.59,9316.44 7671.29,9305.75 7648.09,9276.80 7636.15,9263.77",83.09,13.89,-33353190#1_0,1,8,8,8
1648,-33353191,379512398,379512393,4,highway.residential,"7605.80,9271.39 7625.23,9260.37",30.25,13.89,-33353191_0,1,8,8,8
1649,-33353193,379512502,cluster_280688490_379512471,4,highway.residential,"7239.75,9031.44 7226.56,9053.80 7219.57,9065.79 7199.07,9099.97 7185.68,9123.18 7171.38,9148.19 7165.87,9158.53",155.28,13.89,-33353193_0,1,8,8,8
1650,-33361036,379582367,379582346,4,highway.residential,"8876.82,9492.64 8866.56,9545.76 8861.00,9574.50 8855.84,9599.92 8857.05,9634.63",151.76,8.33,-33361036_0,1,5,5,5
1651,-33378438,379710944,60634450,4,highway.residential,"8940.09,8806.79 8913.53,8787.16",40.76,13.89,-33378438_0,1,5,5,5
1652,-33378439,379710950,379710946,4,highway.residential,"8918.01,8836.22 8896.57,8819.54 8892.74,8817.21",39.41,13.89,-33378439_0,1,5,5,5
1653,-33378440,379710954,379710953,4,highway.residential,"8896.51,8862.54 8873.90,8843.25",37.20,13.89,-33378440_0,1,5,5,5
1654,-33378442,379710973,379710975,4,highway.residential,"8987.80,8818.17 8978.77,8831.61 8973.18,8840.58 8967.63,8850.91",47.24,13.89,-33378442_0,1,5,5,5
1655,-33378443#1,379710982,cluster_379711071_60634444,4,highway.residential,"8875.37,8721.02 8863.04,8736.61",28.73,13.89,-33378443#1_0,1,5,5,5
1656,-33378461,cluster_379711071_60634444,379711069,4,highway.residential,"8850.59,8737.52 8847.00,8734.13 8829.01,8723.51",34.31,13.89,-33378461_0,1,5,5,5
1657,-33379978,379724704,379724692,4,highway.residential,"8722.31,8810.29 8738.98,8792.94 8749.78,8780.87 8751.82,8777.53 8751.80,8774.18 8744.77,8766.59 8740.02,8762.49 8712.02,8739.90",110.06,13.89,-33379978_0,1,5,5,5
1658,-33384426,379759190,379759189,3,highway.living_street,"9328.19,9418.18 9352.32,9396.12",39.82,2.78,-33384426_0,1,5,5,5
1659,-33384427,379759200,379759193,3,highway.living_street,"9381.22,9338.30 9349.65,9371.31",52.56,2.78,-33384427_0,1,5,5,5
1660,-33384430,379759265,379759260,4,highway.residential,"9396.68,9496.70 9417.80,9476.66",36.65,8.33,-33384430_0,1,5,5,5
1661,-335720503#0,3428308034,3428308031,5,highway.unclassified,"10361.71,7616.51 10299.40,7605.71 10293.17,7609.54 10227.29,7713.50 10225.96,7715.49",212.46,8.33,-335720503#0_0,1,7,7,7
1662,-335720503#1,3428317392,3428308034,5,highway.unclassified,"10357.90,7673.47 10366.33,7622.98",64.39,8.33,-335720503#1_0,1,7,7,7
1663,-335720503#2,3428308038,3428317392,5,highway.unclassified,"10304.10,7692.88 10321.01,7694.91 10339.02,7708.57 10355.25,7688.24",77.76,8.33,-335720503#2_0,1,7,7,7
1664,-335723217#0,3428325996,3428317392,4,highway.residential,"10385.88,7700.77 10365.00,7686.18",41.66,13.89,-335723217#0_0,1,7,7,7
1665,-335723217#1,3428325995,3428325996,4,highway.residential,"10457.93,7757.83 10409.21,7725.57 10413.41,7720.01 10397.69,7709.02",91.79,13.89,-335723217#1_0,1,7,7,7
1666,-335723219#0,3428325998,3428325996,5,highway.unclassified,"10431.52,7576.83 10417.76,7672.23 10398.25,7698.63",142.74,13.89,-335723219#0_0,1,7,7,7
1667,-335723219#1,3428431939,3428325998,5,highway.unclassified,"10386.20,7559.25 10423.91,7566.62",53.18,13.89,-335723219#1_0,1,7,7,7
1668,-335736380#0,3428428481,3428431939,5,highway.unclassified,"10326.82,7458.08 10320.22,7509.35 10351.79,7514.49 10345.34,7551.24 10372.07,7556.48",165.69,13.89,-335736380#0_0,1,7,7,7
1669,-335736380#1,3428428487,3428428481,5,highway.unclassified,"10327.80,7316.05 10360.30,7326.36 10363.20,7338.96 10348.08,7376.57 10367.60,7428.19 10362.41,7458.60 10333.13,7453.43",205.00,13.89,-335736380#1_0,1,7,7,7
1670,-335736645,3428431939,3428308034,5,highway.unclassified,"10379.11,7566.86 10371.88,7609.32",57.56,13.89,-335736645_0,1,7,7,7
1671,-335736647#0,3428431943,3428325998,5,highway.unclassified,"10431.47,7394.31 10432.22,7398.13 10443.03,7475.71 10433.36,7562.38",182.54,13.89,-335736647#0_0,1,7,7,7
1672,-335736647#1,3428431942,3428431943,5,highway.unclassified,"10402.86,7249.26 10428.58,7379.66",141.72,13.89,-335736647#1_0,1,7,7,7
1673,-335736648,3428431945,3428431943,5,highway.unclassified,"10370.97,7258.20 10411.14,7383.38 10420.40,7385.28",151.60,13.89,-335736648_0,1,7,7,7
1674,-335736650,3428428481,3428431946,5,highway.unclassified,"10319.07,7450.63 10280.49,7441.99",46.45,13.89,-335736650_0,1,7,7,7
1675,-33857773,387900306,387900300,4,highway.residential,"11727.56,4802.56 11723.62,4810.61 11721.64,4816.88 11720.28,4823.79 11720.84,4832.34 11728.82,4876.16 11734.89,4894.79 11737.83,4900.11 11740.69,4903.74 11742.65,4905.28",118.42,13.89,-33857773_0,1,10,10,10
1676,-33970287#0,389136384,355011833,4,highway.residential,"11906.85,4993.02 11893.54,5009.06",35.86,13.89,-33970287#0_0,1,10,10,10
1677,-33970287#1,2259915552,389136384,4,highway.residential,"11945.82,4945.59 11916.04,4981.88",53.98,13.89,-33970287#1_0,1,10,10,10
1678,-33970288#1,389136389,389136384,4,highway.residential,"11846.81,4934.55 11868.81,4951.16 11872.78,4956.52 11883.47,4964.49 11905.35,4980.64",89.35,13.89,-33970288#1_0,1,10,10,10
1679,-33970289,389136389,389136386,4,highway.residential,"11837.04,4938.20 11804.58,4981.05",69.55,13.89,-33970289_0,1,10,10,10
1680,-33970290#1,389136392,355012118,3,highway.living_street,"11867.64,5072.36 11887.08,5081.55 11897.81,5089.50 11904.50,5094.75 11906.78,5097.86",58.56,2.78,-33970290#1_0,1,10,10,10
1681,-33971810#0,389146862,389146858,4,highway.residential,"11559.55,4977.57 11631.99,4985.53",87.44,13.89,-33971810#0_0,1,10,10,10
1682,-33971811#0,1815664088,389146862,4,highway.residential,"11506.49,5004.61 11545.16,5008.89 11547.42,5008.34 11548.67,5006.85 11550.01,4985.60",81.72,13.89,-33971811#0_0,1,10,10,10
1683,-33971811#1,368356966,1815664088,4,highway.residential,"11413.77,4991.36 11492.15,5002.78",93.54,13.89,-33971811#1_0,1,10,10,10
1684,-340597406,3478422114,3478422115,4,highway.residential,"6377.19,8213.40 6480.63,8266.86",123.98,13.89,-340597406_0,1,8,8,8
1685,-34243657#0,392706757,320614887,4,highway.residential,"9506.83,7985.93 9596.77,7992.49 9625.97,7968.14 9646.02,7942.40",173.98,13.89,-34243657#0_0,1,7,7,7
1686,-34243657#1,392706759,392706757,4,highway.residential,"9482.49,7978.16 9479.85,7981.89 9484.30,7989.61 9491.73,7987.84",37.18,13.89,-34243657#1_0,1,7,7,7
1687,-34243657#2,392706757,392706759,4,highway.residential,"9493.58,7981.38 9490.65,7978.41 9484.02,7977.50",23.58,13.89,-34243657#2_0,1,7,7,7
1688,-344082878,3508410477,3508410476,4,highway.residential,"10005.41,9942.55 10011.72,9936.92",15.93,13.89,-344082878_0,1,5,5,5
1689,-34420402,395436067,395436092,4,highway.residential,"10252.60,5592.05 10248.09,5698.15 10239.88,5740.10 10215.88,5808.17 10194.53,5954.00 10184.97,5972.42 10167.31,5992.46",422.21,13.89,-34420402_0,1,10,10,10
1690,-34424457#0,395712003,cluster_395711983_395711999,4,highway.residential,"9596.10,5423.64 9612.61,5387.93 9638.12,5330.69 9643.27,5315.61 9645.38,5306.55",140.80,8.33,-34424457#0_0,1,9,9,9
1691,-34424457#2,395484817,395712003,4,highway.residential,"9568.99,5486.81 9570.14,5484.65 9580.35,5461.96 9592.16,5432.69",71.30,8.33,-34424457#2_0,1,9,9,9
1692,-34424459,344869793,344869811,4,highway.residential,"9365.79,5694.56 9350.32,5717.22 9325.64,5739.83 9294.70,5771.32 9228.06,5837.60 9200.41,5875.92 9182.02,5893.39 9037.87,6008.02 9028.04,6076.74 9021.92,6125.70 9018.65,6159.44",625.98,13.89,-34424459_0,1,9,9,9
1693,-34424460,395484840,395484834,4,highway.residential,"8977.34,6059.32 8969.68,6081.68 8961.17,6102.86 8949.80,6121.97",75.64,13.89,-34424460_0,1,9,9,9
1694,-34424462#2,306598381,403163036,4,highway.residential,"8997.64,5179.25 8968.42,5208.82 8946.65,5237.08 8916.06,5280.26 8894.51,5313.40 8820.06,5431.21 8803.74,5456.03 8781.65,5480.61 8765.21,5501.02 8762.85,5503.56",411.80,13.89,-34424462#2_0,1,9,9,9
1695,-34426195,395509840,cluster_286575888_395509839,4,highway.residential,"8831.75,4771.74 8792.56,4828.15",76.85,8.33,-34426195_0,1,9,9,9
1696,-34426196,395509864,395509854,3,highway.living_street,"9122.35,4736.27 9111.61,4752.29 9098.96,4776.13 9109.25,4793.64 9104.32,4805.12 9092.03,4828.84 9074.64,4859.60 9067.57,4871.47 9059.37,4888.98",182.75,2.78,-34426196_0,1,9,9,9
1697,-34426894,395566935,395566956,4,highway.residential,"8751.34,4734.63 8729.08,4751.07 8714.79,4762.52 8696.96,4779.37",78.39,13.89,-34426894_0,1,9,9,9
1698,-34426895#1,1419490247,395567019,4,highway.residential,"10020.80,5362.14 9935.52,5342.26 9912.23,5338.30 9825.43,5323.53",217.60,13.89,-34426895#1_0,1,9,9,9
1699,-34426895#2,2387620196,1419490247,4,highway.residential,"10041.36,5366.60 10034.85,5365.24",13.53,13.89,-34426895#2_0,1,9,9,9
1700,-34430603#0,395711906,395509850,4,highway.residential,"9278.84,5054.75 9271.07,5068.55 9270.12,5072.18",33.78,8.33,-34430603#0_0,1,9,9,9
1701,-34430603#1,395711853,395711906,4,highway.residential,"9254.10,4927.31 9270.89,4948.44 9282.88,4965.90 9291.64,4983.54 9294.71,4995.14 9295.37,5006.98 9293.96,5018.45 9289.73,5032.08 9285.32,5041.80",134.50,8.33,-34430603#1_0,1,9,9,9
1702,-34430608,395711906,395711872,4,highway.residential,"9288.74,5047.78 9298.93,5045.51 9308.42,5033.47 9314.24,5034.28 9343.51,5040.87 9374.58,5048.62 9383.10,5051.04",117.81,13.89,-34430608_0,1,9,9,9
1703,-34430609,395711949,395711910,4,highway.residential,"9504.74,4990.70 9504.93,4994.32 9506.08,5046.29 9493.07,5169.91 9486.28,5241.60 9483.94,5263.33",280.51,13.89,-34430609_0,1,9,9,9
1704,-34430612,395711952,cluster_395711983_395711999,4,highway.residential,"9666.84,5028.50 9665.74,5079.09 9665.71,5113.64 9661.42,5168.84 9645.74,5291.69",272.03,13.89,-34430612_0,1,9,9,9
1705,-34430613#1,395772950,395484817,4,highway.residential,"9528.56,5536.43 9553.02,5510.98 9556.59,5506.97 9560.97,5500.28",63.95,13.89,-34430613#1_0,1,9,9,9
1706,-34430613#2,344869793,395772950,4,highway.residential,"9372.55,5679.73 9373.10,5679.00 9399.18,5654.07 9414.36,5641.21 9432.60,5628.29 9457.61,5611.76 9465.00,5605.10 9471.92,5598.11 9500.09,5567.53 9518.59,5547.09",214.00,13.89,-34430613#2_0,1,9,9,9
1707,-34431359#1,551337087,395772879,4,highway.residential,"9506.49,5950.75 9514.99,5959.56",28.59,13.89,-34431359#1_0,1,9,9,9
1708,-34431367#1,395772963,395772950,4,highway.residential,"9592.30,5615.13 9579.18,5601.54 9575.02,5598.17 9562.89,5582.94 9549.45,5570.31 9528.75,5549.21",109.25,8.33,-34431367#1_0,1,9,9,9
1709,-34432916,395812285,395812276,4,highway.residential,"8353.81,6184.31 8294.45,6201.73 8281.75,6203.44 8265.03,6202.63 8250.28,6198.03 8241.00,6193.55 8203.61,6168.43",175.52,13.89,-34432916_0,1,9,9,9
1710,-34432917#0,395812285,395812288,4,highway.residential,"8363.80,6187.29 8380.95,6249.31",78.91,8.33,-34432917#0_0,1,9,9,9
1711,-34432917#1,402971323,395812285,4,highway.residential,"8386.90,6111.19 8363.72,6175.97",81.28,8.33,-34432917#1_0,1,9,9,9
1712,-34432917#2,395812290,402971323,4,highway.residential,"8439.21,5982.29 8391.99,6097.92",139.74,8.33,-34432917#2_0,1,9,9,9
1713,-34432919#0,403163249,403163235,3,highway.living_street,"8694.99,5799.38 8681.41,5790.78 8654.16,5777.03 8627.45,5765.92",86.55,2.78,-34432919#0_0,1,9,9,9
1714,-34432919#1,395812302,403163249,3,highway.living_street,"8678.08,5865.36 8690.21,5830.90 8698.47,5807.68",75.25,2.78,-34432919#1_0,1,9,9,9
1715,-34433069#0,395815714,395815692,3,highway.living_street,"9119.10,5193.23 9124.83,5194.82 9149.76,5206.07 9152.07,5208.01",48.89,2.78,-34433069#0_0,1,9,9,9
1716,-34433069#1,395815713,395815714,3,highway.living_street,"9006.89,5160.20 9016.29,5162.86 9040.27,5169.03 9071.92,5181.82 9099.82,5189.56 9105.19,5190.34",118.29,2.78,-34433069#1_0,1,9,9,9
1717,-34433070,395815726,395815714,4,highway.residential,"9036.73,5098.51 9083.20,5113.94 9122.48,5126.14 9121.46,5141.86 9118.45,5154.72 9114.63,5185.94",163.49,8.33,-34433070_0,1,9,9,9
1718,-34435100#7,cluster_395711983_395711999,395567019,4,highway.residential,"9655.73,5298.57 9688.99,5302.67 9704.49,5304.59 9708.21,5304.94 9721.47,5306.15 9725.84,5306.47 9740.40,5308.45 9804.35,5317.18",170.42,8.33,-34435100#7_0,1,9,9,9
1719,-34435106,395934186,270558540,4,highway.residential,"8794.62,5820.18 8773.62,5850.38 8762.41,5874.46 8748.46,5903.21",103.89,13.89,-34435106_0,1,9,9,9
1720,-34436038,396008394,355013244,3,highway.living_street,"11415.83,5445.33 11442.43,5497.57 11444.00,5502.03",69.32,2.78,-34436038_0,1,10,10,10
1721,-34436039,355013410,396008394,4,highway.residential,"11400.99,5407.60 11402.98,5423.16 11404.47,5427.83 11410.76,5438.75 11415.32,5444.53",49.95,8.33,-34436039_0,1,10,10,10
1722,-34636935#1,347515290,95172042,4,highway.residential,"9463.83,3621.52 9465.79,3622.64 9478.49,3631.52 9489.34,3637.11 9499.85,3641.81 9511.33,3649.10 9519.38,3656.69 9524.83,3663.90 9532.96,3679.58",109.28,13.89,-34636935#1_0,1,4,4,4
1723,-34638378,402886954,402886948,4,highway.residential,"9917.25,5081.48 9886.26,5074.90",42.49,13.89,-34638378_0,1,9,9,9
1724,-34638381,402886989,402886970,3,highway.living_street,"10001.02,5176.00 9963.93,5164.76 9913.79,5151.14 9876.71,5140.89",139.61,2.78,-34638381_0,1,9,9,9
1725,-34642056,402971271,402971264,4,highway.residential,"8886.92,6169.02 8903.97,6123.53",56.15,8.33,-34642056_0,1,9,9,9
1726,-34642058,402971280,cluster_321355343_402971273,4,highway.residential,"8929.98,6222.60 8841.67,6188.18 8767.65,6160.92 8748.61,6153.82",210.09,8.33,-34642058_0,1,9,9,9
1727,-34642061#0,403064401,403064388,4,highway.residential,"8515.05,6010.21 8523.15,6014.29 8564.15,6035.89 8584.47,6045.22",92.70,13.89,-34642061#0_0,1,9,9,9
1728,-34642061#1,395812290,403064401,4,highway.residential,"8447.89,5976.60 8480.83,5992.47 8502.04,6003.54",75.09,13.89,-34642061#1_0,1,9,9,9
1729,-34642061#2,cluster_270558525_395812296,395812290,4,highway.residential,"8321.21,5913.41 8322.85,5914.38 8381.01,5943.43 8418.13,5962.00 8434.43,5970.04",144.20,13.89,-34642061#2_0,1,9,9,9
1730,-34642062#0,1880509687,306598372,4,highway.residential,"8169.57,6268.48 8191.60,6332.24",82.09,8.33,-34642062#0_0,1,9,9,9
1731,-34642063#4,402971311,402971356,4,highway.residential,"8262.38,6055.84 8250.87,6050.18 8228.50,6040.61 8223.66,6038.90 8201.75,6031.14 8191.27,6027.25 8177.30,6026.73 8157.65,6037.33 8149.08,6043.85 8145.93,6049.78 8144.45,6055.13 8143.20,6062.69 8141.74,6081.36 8149.15,6135.84 8153.21,6167.63 8157.08,6179.73 8164.82,6194.77",299.67,13.89,-34642063#4_0,1,9,9,9
1732,-34642064,402971323,402971311,4,highway.residential,"8380.32,6102.34 8353.70,6089.18 8320.80,6078.05 8292.99,6068.15 8276.01,6061.75",126.89,13.89,-34642064_0,1,9,9,9
1733,-34647805,403064416,403064411,4,highway.residential,"8534.58,6069.82 8507.27,6059.40 8495.75,6055.37",48.85,13.89,-34647805_0,1,9,9,9
1734,-34647807#0,403163208,cluster_270558525_395812296,4,highway.residential,"8380.26,5859.32 8318.47,5903.52",91.73,8.33,-34647807#0_0,1,9,9,9
1735,-34647807#1,403163099,403163208,4,highway.residential,"8498.06,5806.44 8479.75,5805.45 8464.06,5809.16 8449.12,5816.34 8392.23,5851.28",130.15,8.33,-34647807#1_0,1,9,9,9
1736,-34647808#0,403064411,403064401,4,highway.residential,"8489.73,6044.24 8491.64,6037.60 8497.52,6023.73 8502.86,6013.92",47.07,13.89,-34647808#0_0,1,9,9,9
1737,-34647808#1,403064409,403064411,4,highway.residential,"8478.46,6084.19 8482.94,6067.48 8485.71,6058.05",34.45,13.89,-34647808#1_0,1,9,9,9
1738,-34647811#1,403064439,403064401,4,highway.residential,"8556.36,5914.31 8550.62,5929.36 8546.72,5937.18 8537.97,5956.41 8520.20,5990.00 8512.82,6002.72",113.25,8.33,-34647811#1_0,1,9,9,9
1739,-34647811#4,395812290,403064439,4,highway.residential,"8441.58,5967.15 8454.15,5932.09 8474.41,5903.85 8484.26,5902.98 8497.69,5879.51 8508.47,5869.88 8518.24,5872.78 8523.85,5877.14 8543.91,5888.17 8559.64,5899.34 8561.47,5900.26 8561.25,5900.88",192.89,8.33,-34647811#4_0,1,9,9,9
1740,-34647814,403064496,403064439,4,highway.residential,"8592.09,5924.72 8563.58,5911.39",38.91,13.89,-34647814_0,1,9,9,9
1741,-34654640,403163151,403163113,4,highway.residential,"8292.72,5793.69 8292.09,5773.46 8291.42,5737.51 8294.27,5679.80 8297.45,5639.20 8303.44,5590.47 8330.84,5603.26 8364.96,5620.11 8414.64,5646.97 8447.70,5664.51 8492.53,5687.15 8503.55,5711.35 8514.17,5730.54",475.00,13.89,-34654640_0,1,9,9,9
1742,-34654641,2625907050,403163151,4,highway.residential,"8292.73,5884.33 8290.68,5818.38 8291.80,5810.68",81.84,13.89,-34654641_0,1,9,9,9
1743,-34654643,403163385,403163151,4,highway.residential,"8238.11,5781.11 8247.92,5781.07 8286.94,5797.65",60.55,13.89,-34654643_0,1,9,9,9
1744,-34654644,403163151,403163208,4,highway.residential,"8302.82,5804.84 8330.30,5818.12 8366.71,5836.53 8380.41,5846.84",104.88,13.89,-34654644_0,1,9,9,9
1745,-34654645#0,403064388,395812302,4,highway.residential,"8591.64,6042.21 8605.93,6002.63 8622.19,5967.34 8640.90,5935.86 8655.52,5911.60 8668.74,5887.08 8672.59,5878.84",197.38,8.33,-34654645#0_0,1,9,9,9
1746,-34654645#1,395812311,403064388,4,highway.residential,"8543.75,6223.26 8545.51,6213.05 8564.78,6141.99 8567.78,6131.42 8575.18,6105.36 8585.41,6063.03 8587.33,6055.85",188.56,8.33,-34654645#1_0,1,9,9,9
1747,-34654646,403163227,403163249,4,highway.residential,"8733.44,5773.41 8725.38,5775.33 8715.72,5785.52 8707.77,5796.28",44.83,13.89,-34654646_0,1,9,9,9
1748,-34918922#1,409709733,409709728,4,highway.residential,"8450.49,1207.67 8452.74,1206.53 8456.16,1206.68 8460.61,1208.93 8486.68,1228.62 8487.59,1231.77 8486.03,1242.76 8486.27,1243.60 8525.05,1273.97 8537.11,1280.61 8547.27,1283.47 8551.33,1283.83",152.16,13.89,-34918922#1_0,1,3,3,3
